,fittedResiduals
282,-0.028580448903901268
283,-0.07572718936393741
284,0.10877356488184417
285,-0.012328080769303723
286,-0.0976347393111342
287,0.03528863725389375
288,0.05763606714292446
289,-0.0005267364407530728
290,-0.12782104141961703
291,-0.08450524172936436
292,-0.022071306790280243
293,0.20417631799181746
294,0.025555642659866484
295,-0.036975336004525294
296,0.0686244585266931
297,-0.060500049332195105
298,0.02651332863310618
299,0.05053446772185474
300,-0.0057188282937980645
301,-0.0620840504139899
302,-0.054210270018830276
303,-0.0703658355524992
304,-0.17538542929962642
305,0.2130432499633108
306,0.05633055189968106
307,-0.14410799734599822
308,-0.10178788897292312
309,-0.4378952943348091
310,-0.3635640510346594
311,-0.208207656151993
312,-0.18910384946768843
313,-0.2754508240235314
314,-0.5450219631396749
315,-0.3480524573392678
316,0.10878905384955928
317,0.0032882452356126635
318,0.8134681823837528
319,0.8107337421843281
320,-0.15352739418519423
321,-0.6418688824390948
322,-0.3578437676156394
323,0.00970031725306697
324,-0.27588753116062215
325,0.0562004468312729
326,-0.43782824365618467
327,0.17607017277192405
328,1.1316571223196723
329,0.5114445674581729
330,0.3313622452310223
331,0.004007158275462608
332,-0.0029724830679720565
333,-0.0928797120039444
334,-0.4406918562314237
335,-0.03219608716568967
336,0.39580091268805084
337,-0.12399084754278489
338,-1.499602362154194
339,-0.04582696323237734
340,1.3546323999734655
341,0.38247380364309375
342,0.02490820533463652
343,0.0038783235715822515
344,0.003884486111406314
345,-0.0037351592924301583
346,-0.031405974591659
347,-0.2535880411626654
348,-1.1078144581882245
349,0.15542125606801172
350,-0.8886839936052198
351,-0.08382166629126075
352,-0.06574631247792695
353,-0.281519841983382
354,-0.16499865703557148
355,0.4826544748120316
356,-0.17215252538518655
357,-0.299663311212786
358,-0.249476904382945
359,-0.05979893241029899
360,-0.021575615377177115
361,0.16030022943296274
362,-0.24529076949927386
363,0.19400921015589745
364,-0.025808580041250195
365,-0.2314509000281575
366,-0.10616249251530974
367,-0.07169235081240544
368,-0.04289275504106982
369,0.7028642417822866
370,0.9708542193763119
371,-0.32648680945820274
372,-0.8857201422986947
373,-0.12469919801165474
374,0.4254761862928955
375,0.1097731392736705
376,-0.14055670604689574
377,-0.3523233838936424
378,0.10891021937728063
379,0.2665622602629867
380,0.40230943025024324
381,-0.019428765363830536
382,-0.32237835654975733
383,-0.3829117087573426
384,-0.2254164264860865
385,-0.19049400507130088
386,-0.08938334401372217
387,0.1023834921520983
388,0.11428738598622701
389,-0.20408841658084853
390,-0.18381185952020473
391,0.411172864977841
392,-0.13531937198605348
393,0.1270189672169284
394,0.3183501749877191
395,-1.0557656901097978
396,0.6144222299937248
397,0.21453278263476427
398,-0.0196908787585226
399,-0.14147177645939024
400,-0.028475331191815556
401,0.010700090355777903
402,-0.04365014805132894
403,-0.635903005948883
404,0.2094805748448909
405,-0.09488344113198721
406,-0.03868153644476635
407,0.05634227582687501
408,-0.10582967004518551
409,-0.2449474530997371
410,-0.030862586122417213
411,-0.21114085249390868
412,-0.07808905448656489
413,-0.10918170284885775
414,0.17767474075274947
415,0.053698601075875985
416,0.46815622692213665
417,0.3002495468477555
418,0.417464406350879
419,-0.44917307887924096
420,0.1537788658585022
421,0.186616689442495
422,-0.19018879814028544
423,-0.3829572245311681
424,-0.2325023678524616
425,-0.031790029252601215
426,-0.28587498776918707
427,0.32600119745165124
428,-0.7384781234614479
429,0.042235377631040905
430,-0.20506316385082712
431,-0.06419428456178977
432,-0.043306061512122795
433,-0.034308233775760755
434,0.013684084153162246
435,0.06975163289377306
436,0.012045839956655868
437,0.04899427560233249
438,0.3309043896969044
439,-0.039536298635612255
440,-0.33628402237704336
441,-0.1419985709745646
442,0.03991421730989586
443,0.013454348148687956
444,-0.0833926270591121
445,-0.13581432536213
446,-0.24906953683281685
447,-0.03533074705942241
448,-0.06840454709468702
449,-0.04578846574481332
450,-0.030796732881160693
451,0.012320299196048268
452,0.16497321032483114
453,0.14504513844929434
454,-0.19045711004707755
455,0.5548729469290663
456,-0.30619938372182
457,-0.01263533881000356
458,0.09343508385213362
459,0.8163424420450056
460,0.5423152023007978
461,0.04361791509820989
462,-0.2674419955683005
463,0.3412063742140439
464,-0.2765530602146331
465,-0.12234664341876655
466,-0.26291739468425046
467,-0.20285672234389907
468,-0.6517066557212932
469,-0.5271235880139393
470,-0.24267440467582801
471,-0.06886472564620405
472,0.20975396796634627
473,0.15616588150024313
474,0.2574437269395293
475,0.150469224188706
476,0.10085860240684319
477,0.1267966951956616
478,0.3123409278156988
479,0.07995202105637045
480,0.21730917438241626
481,-0.18078562624308514
482,-0.01520786596354018
483,0.17058400705818233
484,0.34677424862701
485,0.10892690108630765
486,-0.37938437389642843
487,0.23222522492777564
488,0.08546489823363279
489,0.0736140771835676
490,0.03833797564566921
491,-0.049184409084754854
492,0.06454327192314602
493,-0.12634546383033207
494,-0.1953402520201708
495,-0.3800138206152832
496,0.22449153780292797
497,0.2725155432260098
498,-0.36854866892429605
499,-0.12770885263768506
500,0.21569662440453286
501,0.030866252874868216
502,0.12648990787670744
503,0.0036718137028728393
504,0.10709897134036606
505,0.0008028961533823598
506,-0.27787686585925986
507,-0.03735404710218404
508,0.11866742040358957
509,0.07916279871040377
510,0.007282602023608753
511,-0.033749024878551026
512,-0.012199551741777004
513,-0.49445927091461783
514,-0.5168366739508787
515,0.004957094013246177
516,-0.01241966112688786
517,0.3963976720372999
518,0.3324480964228185
519,0.052189270576646685
520,-0.23231141359558016
521,0.1532898446417965
522,-0.33238635067266653
523,-0.17447214855530113
524,0.20834563550227436
525,0.02205816113346515
526,0.004541371296257424
527,-0.2940772070639053
528,-0.15921024733034983
529,-0.15490195936911277
530,0.10879338103461933
531,-0.10500219472012162
532,-0.19690707682691944
533,-0.18378870868104613
534,-0.26060928397649796
535,0.23760550042045736
536,0.04632823125173502
537,-0.18024252626756443
538,0.10726723869374055
539,0.3988114957431357
540,-0.02536880314582035
541,-0.06265561958618271
542,0.04189284706224505
543,-0.05761173968401678
544,0.07032468898956346
545,0.2483167772443826
546,-0.004890218316702999
547,0.15106959549407506
548,-0.3111671750697198
549,-0.8742539052390779
550,0.20982646712871933
551,-0.3923420524203465
552,0.0483532248954468
553,0.42493602905111594
554,-0.6846221693553076
555,0.6032771285184673
556,0.6420355492586367
557,0.25774078569290904
558,0.24154825687634807
559,-0.1015270953136671
560,-0.37064292966544343
561,-0.12212362116966702
562,-0.5428463177710778
563,-0.34386030362174225
564,-0.036675517689028325
565,-0.09370965829676337
566,0.28405489881498625
567,0.0807319123500232
568,-0.16095040500083613
569,0.4557542178056515
570,0.22419807041475437
571,0.22589805067672764
572,0.013644636325940596
573,-0.22179101104279209
574,-0.14297910575960948
575,0.08500515145212262
576,-0.3844365563067935
577,0.5260913253064716
578,-0.02608959199852201
579,-0.10505403292193627
580,0.14255422813528096
581,-0.4569574159678016
582,-0.7065562517576147
583,-0.6245964086339981
584,0.010145384998757834
585,-0.023553852834400146
586,0.019184856938768036
587,-0.08267190405155489
588,0.27143908341749423
589,-0.21997705837421577
590,0.21816189632006555
591,0.8540784751010193
592,-0.7143025258157021
593,-0.017724013332459876
594,0.5951378022341185
595,0.28790129101483153
596,0.20021640603705038
597,0.12812613382082905
598,0.3162255545100714
599,-0.3652723475386699
600,-0.3086968189891319
601,-0.14529514164804347
602,0.4168460375081553
603,0.2157370396035363
604,-0.10816206148864715
605,-0.08039050987961716
606,0.028607607415512604
607,0.029013344186903822
608,0.09648881957296318
609,-0.6327006517443134
610,0.17560982406697878
611,-0.19639933399428067
612,-0.32145910542009126
613,0.1228083098952979
614,0.329389124620195
615,-0.24039629546995478
616,0.52569733067594
617,0.3828206224053998
618,-0.5692136984385385
619,-0.1436854439556683
620,0.6376095228074945
621,-0.3860240654944942
622,-0.3772958674810649
623,0.2927492846992692
624,0.02903559889715268
625,-0.05705162563106203
626,0.14880007623267488
627,0.240458734667512
628,0.030365941266561336
629,0.21561221295943023
630,0.11089199139905104
631,0.07844671919816287
632,0.00866210226890888
633,0.0014430747064792812
634,0.0018214388289418046
635,0.0018201457721881526
636,0.0016909308897849248
637,0.0016882774867693028
638,0.001685632397728187
639,-0.0735330912761184
640,-0.019716445940318295
641,0.04542710355772539
642,0.05216896724187298
643,0.0015446218754139934
644,-0.0035755828053386854
645,-0.05696953697646878
646,-0.09877437642733988
647,-0.12949945020436804
648,-0.09070117620665519
649,0.056081524071974975
650,0.04748983996806988
651,-0.16339358987953156
652,0.2367349486722914
653,-0.07689048619254324
654,-0.6279660294380571
655,-0.05467770361935198
656,0.020166529552644974
657,0.2124150045283777
658,-0.01622950712710125
659,-0.0646660494418585
660,0.15006469115666565
661,-0.07719375677774298
662,-0.06949431108273973
663,0.12458881260200982
664,0.12197614505701715
665,0.30509562772116694
666,0.10739897763230777
667,0.04943185902341948
668,0.027424812467981757
669,0.0016075726151769595
670,0.0016051742032013219
671,0.0012192510830072913
672,0.0010851331769607276
673,-0.006848470400996717
674,-0.01447859992495959
675,0.025881464370079925
676,-0.09493068673931626
677,-0.07494105350873004
678,0.1488929065492755
679,0.02409778084317237
680,0.0011878315027020712
681,-0.0007356469433114944
682,0.0042240260351465685
683,0.0011809517610430267
684,0.0020695511784613587
685,0.0023279953058926908
686,0.0016942890597854959
687,0.0010542324713737703
688,0.0011746961745439698
689,0.0014242495271449508
690,-0.03858158589967797
691,0.04127892297122259
692,0.0024386579825897764
693,0.0007838806490280941
694,0.0009019039087103872
695,0.001915755430247969
696,0.0017895221983211893
697,0.0014064588386468006
698,0.0008918670693889227
699,0.0028002058267982783
700,0.0008937534359166575
701,0.0015242500796174103
702,0.0015220795927782223
703,0.0013921391051441813
704,0.0016442907509479042
705,0.0015156050610511205
706,0.0015134591061248034
707,0.0013835510871603148
708,0.0013801857308151262
709,-0.04730130958133233
710,0.040894396488005955
711,0.010613114978578968
712,0.001372951797196929
713,-0.05675946412167482
714,-0.03904955907295671
715,-0.1077800581933488
716,0.02519662670124867
717,-0.14829612288669392
718,-0.15468539181311725
719,-0.1525590838443387
720,-0.646291726854864
721,-0.22072546520075065
722,0.0943501945548828
723,0.08298652928491101
724,0.16449443423458554
725,-0.2501240082477647
726,0.12123437270990323
727,-0.7924310694196119
728,-0.38655676970627795
729,0.047979679635965056
730,0.04022094483449479
731,0.1830934159880151
732,0.39651337726801295
733,-0.21380189515543613
734,0.015776815915916842
735,0.3867154575983207
736,0.04321438697297175
737,0.22176488581175136
738,0.17719106081480973
739,0.2689543073965437
740,0.2692115457855473
741,0.26037380583169656
742,0.10341882090718035
743,0.0014381708805514468
744,0.001308540671745505
745,-0.005590143526281982
746,-0.05175397787049263
747,0.06140486371847669
748,0.001175514657020059
749,-0.04683974422686937
750,0.04056758827385902
751,0.010537122000283745
752,0.0018086609504145224
753,0.0012995153444171244
754,0.00014734627588062175
755,-0.019017831856526862
756,0.007097112397523642
757,0.011744778289845409
758,-0.05289280184669942
759,-0.06589468550336264
760,-0.21395429930078969
761,-0.0626760825916377
762,-0.001047542146023872
763,0.11526789679614158
764,0.055298093868515696
765,0.22559252683700615
766,-0.004856878367131633
767,-0.18682646031607897
768,0.17033876743400417
769,0.012542954407249077
770,-0.017228468805891517
771,-0.04369020497054099
772,-0.09412660727303779
773,0.13850145954633186
774,0.03211981290671849
775,-0.1271633345627341
776,-0.09472680710975778
777,-0.12900404408453658
778,0.07626159562294843
779,-0.1684991150323012
780,-0.09440423683293986
781,0.08616323568279949
782,-0.20175569659075787
783,0.07665886644720565
784,0.038059699776086475
785,-0.2295917963378864
786,-0.31617216073290777
787,0.13726373028688776
788,-0.07906494765941918
789,-0.4961125874787644
790,0.3183474232705663
791,-0.5319158594785041
792,0.0776695256897515
793,-0.05948374285090274
794,-0.21377631094030214
795,0.05300574268580327
796,0.2118388254760415
797,0.12739975692217875
798,0.6019011485740355
799,0.16295929924456498
800,0.006685556193122721
801,-0.15884695826800677
802,0.1546275367475074
803,0.2502894938138378
804,0.2786114019312689
805,0.028479873695085478
806,-0.23221713832232505
807,-0.569508374095979
808,-0.2802185724884154
809,0.3073179816201943
810,-0.004133073359552597
811,-0.06931255660007007
812,-0.31047005690044394
813,-0.4753101178629464
814,-0.16906739172140384
815,-0.379981640187836
816,-0.3661929641155517
817,0.3068110619839146
818,-0.1548144062581862
819,0.08147187800956246
820,-0.3245080045785862
821,-0.0855526249220766
822,0.04340783831166917
823,0.5368876034504755
824,-0.29467512951070773
825,0.8893894631219386
826,-0.40857950673004595
827,1.1234845758954881
828,0.36394447808551167
829,-1.407763250257272
830,-0.6203264543097049
831,0.5358386198203817
832,-0.17582102460541016
833,-0.3504913530875875
834,-0.017131429261922904
835,-0.05614526428655964
836,-0.002111312050601555
837,0.4933022612045441
838,0.7038570221908085
839,-0.8575700485286912
840,0.5322506764597907
841,-0.5859261247926728
842,-0.29062057727215773
843,0.03607784062537789
844,1.1688095269785235
845,-0.06915478466400149
846,-0.478026849462136
847,0.3000891685414686
848,-0.49447607353416956
849,-0.7417166433285409
850,1.5304995922514788
851,0.6817599430984159
852,-0.08336835087420802
853,-0.38729685294827565
854,-0.6177719897279719
855,-0.7699716220796269
856,0.07095489511550923
857,-0.15035994540466469
858,-0.01218146459957481
859,-0.3827102944245411
860,0.10799800132058479
861,0.1669094324783238
862,0.25777324069496466
863,0.2742362420347728
864,0.26709000945508876
865,0.47408072806739643
866,-0.2402257763804725
867,-0.12540933391891862
868,-0.5167616609975987
869,-0.14870339238976626
870,0.1303558767000954
871,-0.29334380177961883
872,0.2190504938724942
873,0.3783513209281324
874,0.553031158852022
875,0.4012498129778992
876,0.27922163532042127
877,0.02361686067078861
878,0.0012252711738871234
879,0.0010963860303368636
880,0.0013489849846972327
881,-0.03422084157599947
882,-0.02888770225618409
883,0.02646415236197769
884,-0.01872204340019129
885,-0.030730859463566906
886,-0.10504228013065964
887,0.19589117349389218
888,0.001211477509296649
889,0.0010826363340842929
890,0.0013352519632805187
891,-0.011795179821996446
892,-0.0316549065712321
893,0.04661664695257556
894,0.0012033490029033714
895,0.0010745335722557995
896,0.0011996888541224084
897,0.001325820520463926
898,-0.10294297819347797
899,-0.024835420631810212
900,-0.7737574961706821
901,0.3041884756632962
902,0.0711223506577614
903,-0.4108785476921186
904,0.2154328866556483
905,-0.20783539030621867
906,0.02158395327735363
907,0.06755292264227819
908,0.1561810331686786
909,0.3215602765188268
910,0.17438104367269225
911,0.06367192072496708
912,0.06453148558498137
913,0.02065818389961982
914,0.001177036592909398
915,0.00117575053531747
916,-0.004688032998791475
917,-0.17538121653723948
918,0.07436470768748304
919,0.10257514741486003
920,0.006734990198419041
921,0.0011680933072239063
922,0.0011668267067500855
923,0.0011655628498536748
924,0.0011643017276297442
925,0.0011630433312118569
926,0.0011617876517718666
927,0.0011605346805197072
928,0.0011592844087031887
929,0.0011580368276077953
930,0.0011567919285564799
931,0.001155549702909465
932,0.0011543101420640415
933,0.001153073237454372
934,0.0011518389805512904
935,0.00038606642665928517
936,0.0019083135103588906
937,-0.004713223559040247
938,0.006965417727982912
939,-0.02344614761920194
940,-0.15397489504175188
941,-0.06017781812883771
942,0.06374374221166756
943,-0.07046548447200474
944,0.013499553326261626
945,-0.016593982401653662
946,-0.11812881148373933
947,0.055574152797649656
948,0.14046006360996888
949,-0.04618905236491666
950,0.01858337211639527
951,-0.31469973700946374
952,-0.12496264578904803
953,0.40008112056811473
954,0.07339128510149462
955,0.09532502901005996
956,0.018420979168932983
957,0.033325221790849825
958,0.00845918965787764
959,0.0011218256451361371
960,0.0011206573434132414
961,0.0011194914722990731
962,-0.01607979341423016
963,0.01679138035841732
964,-0.004753959832777911
965,-0.07600784904121416
966,-0.048274936197555185
967,0.06462703318178892
968,0.062025605356969056
969,0.007682943578781197
970,0.0007224501935738838
971,0.0021198399241394907
972,0.0011068256857355693
973,0.0011056883992236251
974,0.0011045534472212837
975,0.0011034208225475716
976,0.0011022905180509337
977,0.001101162526609087
978,0.0011000368411288697
979,0.0010989134545460915
980,0.0003335458874646046
981,0.0010913313197681252
982,0.0012175925619662318
983,-0.0015847973447617875
984,-0.01013833183416718
985,0.014874377362400628
986,0.0009593160627584495
987,-0.015345667663012763
988,-0.08016268445089625
989,-0.10887328838270705
990,-0.07307631970224326
991,-0.18234673943410806
992,0.003495743916900107
993,-0.10905065389043056
994,0.02203179233249397
995,0.004757404470216997
996,0.019457023118391703
997,-0.1514294882661389
998,0.19166608146616726
999,0.07240227299493451
1000,0.03827447037836329
1001,-0.11554828909990311
1002,0.011406060775090765
1003,0.10637686822530856
1004,-0.14337915036921345
1005,0.09086695582213711
1006,-0.09773607376034521
1007,-0.2355414289047122
1008,0.23978620212099688
1009,0.17293248414617546
1010,-0.436365319755712
1011,0.279409808423317
1012,-0.0008583080525457198
1013,-0.24967326866669026
1014,-0.02213245241605133
1015,-0.0044259847565859545
1016,-0.07102446988959521
1017,0.20357487926168005
1018,-0.16531633376750587
1019,-0.26700104155097115
1020,0.03556485807022636
1021,0.2554975272664892
1022,-0.3670592014824212
1023,0.15015030917093952
1024,-0.4298077953086814
1025,-0.08414130783314633
1026,0.4571405680405203
1027,0.4771893022438105
1028,-0.016164239911069966
1029,0.07516357772983318
1030,0.06638510377370777
1031,-0.03603919756298124
1032,-0.12386797911987868
1033,0.24811990875274548
1034,-0.1109198595773484
1035,-0.03271169145307473
1036,0.11540848067567344
1037,0.029223845587159403
1038,-0.20649715191736417
1039,0.2423357535990387
1040,0.12477927564043989
1041,0.0438665662274233
1042,0.01143107868976713
1043,-0.05686729878196639
1044,0.058733518554695954
1045,-0.16762629865103618
1046,-0.08470696321168214
1047,0.2580926477329781
1048,-0.04333499098770982
1049,-0.19410264177485104
1050,-0.06603135366595048
1051,0.008907365407770929
1052,0.0662601094119517
1053,0.01323096555112846
1054,-0.0120123981221123
1055,-0.09725223739852185
1056,-0.2175426831616516
1057,-0.09037181032982922
1058,-0.018123301074133735
1059,-0.26263040968106655
1060,0.022750771327973318
1061,-0.2676842311129981
1062,0.10232611935258973
1063,-0.24028093178736043
1064,-0.1772489621907276
1065,-0.07128336059017037
1066,0.11594784839202532
1067,-0.12560600781213616
1068,-0.40766612661332857
1069,-0.4405118660843108
1070,-0.021672044839061044
1071,0.024114837049420856
1072,0.11436304976578526
1073,0.0638976082147309
1074,0.5708671298937027
1075,0.5091736267313287
1076,0.5443013584897782
1077,0.06094881377155481
1078,0.14802837571610872
1079,0.042317711699281446
1080,-0.3309771813053066
1081,0.2833379576054764
1082,0.07348593309838347
1083,-0.005593922035936227
1084,-0.5671736007945869
1085,-0.17022043990164892
1086,0.1245179590312091
1087,-0.21715739144082757
1088,-0.35264394784414677
1089,-0.4962262102947612
1090,-0.17589739958192574
1091,0.08983174053742182
1092,-0.4486366625830449
1093,-0.045003166024319086
1094,-0.029533792995970032
1095,-0.01142082288192725
1096,-0.009865873551163418
1097,-0.015173784768911958
1098,0.0632251457777997
1099,0.028720435894058483
1100,0.15040334144400447
1101,-0.1487790866633354
1102,0.5438285713564479
1103,0.6133488002306038
1104,-0.40212694116920034
1105,0.08536392884291288
1106,0.1788479121068125
1107,0.5286930855156831
1108,0.48874145788130596
1109,-0.19361612828233277
1110,0.07318541469921436
1111,0.09782251167426836
1112,-0.31921594739246073
1113,-0.9559188331725554
1114,-0.5561110183133255
1115,-0.08330326395848431
1116,0.38568915548942684
1117,0.15476317173362553
1118,-0.5050250242399628
1119,-0.008361069896119844
1120,0.315382256152148
1121,0.18250871022048543
1122,-0.5989980548946363
1123,0.5691948052115077
1124,0.6921029975046835
1125,0.06296225236620145
1126,-0.11871193523838564
1127,-0.7829751864040517
1128,0.29918169888983925
1129,-0.054575423306479465
1130,0.3385641897632361
1131,0.12614310125959083
1132,0.18865250133974687
1133,-0.05968732225801876
1134,-0.49326538204494774
1135,-0.4932959974626776
1136,0.9612396161599106
1137,-0.13753993467904468
1138,-0.5298405522600635
1139,0.37429004453243664
1140,0.26806466306077237
1141,0.34299593941662465
1142,0.021916121458590343
1143,0.10602816273420435
1144,-0.32781210839441766
1145,0.09707632167893276
1146,0.26370561149382543
1147,0.014915222382377413
1148,0.13218113603981863
1149,0.008673725115322273
1150,0.027296482959555696
1151,-0.0029510811527300174
1152,-0.05577088462400792
1153,-0.07175578048435227
1154,0.04943807137733802
1155,-0.09529866751919136
1156,-0.0881054329656874
1157,0.0885896631340588
1158,-0.012781180817771576
1159,-0.3390388725617539
1160,-0.07350552708931168
1161,-0.09007999660271704
1162,0.01295999424324279
1163,-0.24760248861898582
1164,0.14582989960818082
1165,0.40801447423949355
1166,0.26948975720144275
1167,0.068817446235385
1168,-0.02071771887668028
1169,-0.05162840010012493
1170,-0.01542572976351253
1171,-0.13865500401764574
1172,-0.40227786230077633
1173,-0.06078647364666967
1174,-0.020924298406572284
1175,0.0042899061100465374
1176,-0.44113186701688534
1177,0.20467714787063773
1178,-0.2222563237059063
1179,0.12081857443595645
1180,-0.006022174471331354
1181,-0.407722451541467
1182,-0.028962402734100223
1183,-0.15182735990497775
1184,0.20820679612588577
1185,0.29240199547800394
1186,-0.36283225273771613
1187,0.1156558854592653
1188,-0.6403141212989745
1189,0.0575178023868812
1190,-0.18324168852269906
1191,-0.06899290539183767
1192,0.1710781592769237
1193,0.27172907382522915
