t,p,fittedValue,UpperBound,LowerBound
2000-12-04 14:00:00,7.304,9.6385204925477,11.1046181312003,8.1724228538951
2000-12-04 15:00:00,7.922,6.3696045634052,7.85946697470802,4.87974215210239
2000-12-04 16:00:00,9.495,7.84580336581822,9.22731230579009,6.46429442584635
2000-12-04 17:00:00,9.747,9.34244465151431,10.6202342094508,8.06465509357784
2000-12-04 18:00:00,11.797,9.29140988804919,10.4856861630139,8.09713361308452
2000-12-04 19:00:00,12.252,11.6976345271219,12.8252752356025,10.5699938186412
2000-12-04 20:00:00,11.749,11.6738059257101,13.0204992841678,10.3271125672524
2000-12-04 21:00:00,11.61,11.0917891543505,12.4859083718827,9.69766993681839
2000-12-04 22:00:00,14.229,11.0637446587159,12.726968410534,9.4005209068979
2000-12-04 23:00:00,13.838,14.1292690575026,15.6481492883196,12.6103888266855
2000-12-05 00:00:00,12.792,12.9651477237448,14.8937621710802,11.0365332764093
2000-12-05 01:00:00,12.805,12.0120372118159,14.0476814238782,9.97639299975361
2000-12-05 02:00:00,15.34,12.2471687164448,14.8847493482706,9.6095880846189
2000-12-05 03:00:00,15.234,15.1538466273544,17.6414352302181,12.6662580244906
2000-12-05 04:00:00,13.619,14.359268544135,16.6642950460128,12.0542420422572
2000-12-05 05:00:00,14.495,12.6562741811097,15.5904375324417,9.7221108297776
2000-12-05 06:00:00,12.205,14.0724587019639,16.7140327253611,11.4308846785667
2000-12-05 07:00:00,13.741,11.0708759181165,13.4754346922303,8.66631714400274
2000-12-05 08:00:00,13.817,13.5576280948412,15.6863212168741,11.4289349728083
2000-12-05 09:00:00,14.776,13.0725355575213,14.9697619581044,11.1753091569382
2000-12-05 10:00:00,12.111,14.3046134907331,16.0223493571945,12.5868776242717
2000-12-05 11:00:00,8.801,10.9075078950576,13.7976274678227,8.01738832229252
2000-12-05 12:00:00,6.981,7.82529380583187,10.3671372600449,5.28345035161882
2000-12-05 13:00:00,6.686,6.41076739555615,8.66062116720212,4.16091362391018
2000-12-05 14:00:00,8.135,6.39262769544049,8.52030463141037,4.26495075947061
2000-12-05 15:00:00,11.593,8.08927929975997,10.0785595251822,6.09999907433773
2000-12-05 16:00:00,9.772,11.7367708199299,13.6754333703101,9.79810826954973
2000-12-05 17:00:00,9.562,8.7680771154306,10.9653806786189,6.57077355224232
2000-12-05 18:00:00,10.495,9.20787113036911,11.4068476439877,7.0088946167505
2000-12-05 19:00:00,11.029,10.1961464387038,12.1780163179702,8.21427655943728
2000-12-05 20:00:00,10.627,10.591808695448,12.4057978048073,8.7778195860886
2000-12-05 21:00:00,5.831,10.0309572853138,11.67273383491,8.38918073571763
2000-12-05 22:00:00,6.283,4.55854469168518,6.35615155732785,2.7609378260425
2000-12-05 23:00:00,9.088,6.34934770009096,8.33478078990523,4.36391461027668
2000-12-06 00:00:00,10.149,9.21239299145784,11.098122517868,7.32666346504767
2000-12-06 01:00:00,8.295,9.79096692856495,12.0916929840631,7.49024087306678
2000-12-06 02:00:00,9.032,7.49193577940638,9.56485614644027,5.41901541237249
2000-12-06 03:00:00,6.854,8.88331117240992,10.7334134600481,7.03320888477178
2000-12-06 04:00:00,5.553,6.01827212901278,7.80548998628536,4.2310542717402
2000-12-06 05:00:00,5.291,5.15983272939859,6.8660101376687,3.45365532112848
2000-12-06 06:00:00,5.834,5.05191082440205,6.85414210470571,3.24967954409839
2000-12-06 07:00:00,6.457,5.71105229461186,7.33489571042685,4.08720887879687
2000-12-06 08:00:00,10.486,6.28662209927113,8.77628839658301,3.79695580195925
2000-12-06 09:00:00,8.052,10.8597644047137,13.4078345879855,8.31169422144197
2000-12-06 10:00:00,8.093,6.96146212531172,9.44233967889988,4.48058457172355
2000-12-06 11:00:00,9.138,7.90895366482883,11.1854336523333,4.63247367732436
