t,p,Forecast,UpperBound,LowerBound
2000-12-28 19:00:00,2.781,4.85572840333869,8.07961942423661,1.63183738244077
2000-12-28 20:00:00,0.901,2.19275311715719,5.66712263926362,0
2000-12-28 21:00:00,0.071,0.6101739170017,3.90098828234535,0
2000-12-28 22:00:00,0.009,0.00528196549965967,2.93599474362935,0
2000-12-28 23:00:00,0.387,0.0722055479115934,2.64690622891129,0
2000-12-29 00:00:00,0.208,0.498264929486902,2.78931060028453,0
2000-12-29 01:00:00,0.189,0.190966724246323,2.23944022089898,0
2000-12-29 02:00:00,1.342,0.23960186795665,2.06284142987943,0
2000-12-29 03:00:00,3.399,1.57519232320278,3.53072920316769,0
2000-12-29 04:00:00,5.902,3.6704184929276,6.16075858269765,1.18007840315755
2000-12-29 05:00:00,3.498,6.11161345814523,9.20321922764027,3.0200076886502
